 # i,    taui (ni),  alpha ;   j,    tauj  (nj),   beta  :   term  group   rij 
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 (-1, 2, 0) ] 2  :    77    7    2.495
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 0, 1,-2) ] 1  :    92    7    9.447
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 ( 0,-1, 2) ] 1  :    93    7    4.075
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 (-1,-1, 0) ] 1  :     1    8    9.447
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 (-1,-1, 0) ] 2  :     5    8    9.447
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 ( 1, 0, 1) ] 2  :    16    8    4.778
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 0, 1, 1) ] 1  :    24    8    4.778
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 2, 0,-1) ] 1  :    28    8    7.486
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 2, 0,-1) ] 2  :    32    8    7.486
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 (-2, 1, 0) ] 2  :    37    8    4.075
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 (-2, 1, 1) ] 1  :    45    8    4.075
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 (-1,-1, 2) ] 1  :    49    8    8.523
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 (-1,-1, 2) ] 2  :    53    8    8.523
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 ( 1, 0,-2) ] 1  :    64    8    2.495
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 ( 1,-2, 1) ] 2  :    72    8    7.058
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 ( 1,-2, 0) ] 1  :    80    8    7.058
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 ( 0, 2,-1) ] 1  :    84    8    7.486
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 ( 0, 2,-1) ] 2  :    88    8    7.486
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 0, 1,-2) ] 2  :    96    8    9.447
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 ( 1, 1, 0) ] 1  :     4    9    8.523
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 ( 1, 1, 0) ] 2  :     8    9    8.523
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 (-1, 0,-1) ] 2  :    13    9    7.058
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 ( 0,-1,-1) ] 1  :    21    9    4.075
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 (-2, 0, 1) ] 1  :    25    9    7.486
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 (-2, 0, 1) ] 2  :    29    9    7.486
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 2,-1, 0) ] 2  :    40    9    9.447
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 2,-1,-1) ] 1  :    48    9    4.778
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 ( 1, 1,-2) ] 1  :    52    9    9.447
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 ( 1, 1,-2) ] 2  :    56    9    9.447
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 (-1, 0, 2) ] 1  :    61    9    7.058
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 (-1, 2,-1) ] 2  :    69    9    4.778
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 (-1, 2, 0) ] 1  :    77    9    2.495
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 0,-2, 1) ] 1  :    81    9    7.486
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 0,-2, 1) ] 2  :    85    9    7.486
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 ( 0,-1, 2) ] 2  :    93    9    4.075
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 (-1,-1, 0) ] 3  :     1   10    9.447
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 ( 1, 1, 0) ] 3  :     4   10    8.523
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 (-2, 0, 1) ] 3  :    13   10    7.486
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 2, 0,-1) ] 3  :    16   10    7.486
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 (-1,-1, 2) ] 3  :    25   10    8.523
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 ( 1, 1,-2) ] 3  :    28   10    9.447
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 0,-2, 1) ] 3  :    41   10    7.486
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 ( 0, 2,-1) ] 3  :    44   10    7.486
   1  [    1 ( 0, 0, 0) ] 3    11  [    2 (-1, 0,-1) ] 3  :    21   11    4.075
   1  [    1 ( 0, 0, 0) ] 3    13  [    2 (-1, 0, 1) ] 3  :    29   11    4.075
   1  [    1 ( 0, 0, 0) ] 3    43  [    2 (-1, 1,-1) ] 3  :    37   11    4.075
   1  [    1 ( 0, 0, 0) ] 3    31  [    2 (-1, 1, 0) ] 3  :    45   11    4.075
   1  [    1 ( 0, 0, 0) ] 3    63  [    2 ( 0,-1,-1) ] 3  :    53   11    6.280
   1  [    1 ( 0, 0, 0) ] 3    57  [    2 ( 0,-1, 1) ] 3  :    61   11    9.112
   1  [    1 ( 0, 0, 0) ] 3    45  [    2 ( 1,-1,-1) ] 3  :    77   11    4.075
   1  [    1 ( 0, 0, 0) ] 3    25  [    2 ( 1,-1, 0) ] 3  :    85   11    4.075
   1  [    1 ( 0, 0, 0) ] 3    11  [    2 (-1, 0,-1) ] 1  :    21   12    4.075
   1  [    1 ( 0, 0, 0) ] 3    13  [    2 (-1, 0, 1) ] 2  :    29   12    4.075
   1  [    1 ( 0, 0, 0) ] 3    43  [    2 (-1, 1,-1) ] 1  :    37   12    4.075
   1  [    1 ( 0, 0, 0) ] 3    31  [    2 (-1, 1, 0) ] 2  :    45   12    4.075
   1  [    1 ( 0, 0, 0) ] 3    63  [    2 ( 0,-1,-1) ] 2  :    53   12    6.280
   1  [    1 ( 0, 0, 0) ] 3    57  [    2 ( 0,-1, 1) ] 1  :    61   12    9.112
   1  [    1 ( 0, 0, 0) ] 3    45  [    2 ( 1,-1,-1) ] 2  :    77   12    4.075
   1  [    1 ( 0, 0, 0) ] 3    25  [    2 ( 1,-1, 0) ] 1  :    85   12    4.075
   1  [    1 ( 0, 0, 0) ] 3    28  [    2 (-1,-1, 0) ] 1  :     9   13    2.495
   1  [    1 ( 0, 0, 0) ] 3    28  [    2 (-1,-1, 0) ] 2  :    13   13    2.495
   1  [    1 ( 0, 0, 0) ] 3    42  [    2 (-1,-1, 1) ] 1  :    25   13    7.486
   1  [    1 ( 0, 0, 0) ] 3    42  [    2 (-1,-1, 1) ] 2  :    29   13    7.486
   1  [    1 ( 0, 0, 0) ] 3    11  [    2 (-1, 0,-1) ] 2  :    45   13    4.075
   1  [    1 ( 0, 0, 0) ] 3    13  [    2 (-1, 0, 1) ] 1  :    61   13    4.075
   1  [    1 ( 0, 0, 0) ] 3    43  [    2 (-1, 1,-1) ] 2  :    77   13    4.075
   1  [    1 ( 0, 0, 0) ] 3    31  [    2 (-1, 1, 0) ] 1  :    93   13    4.075
   1  [    1 ( 0, 0, 0) ] 3    63  [    2 ( 0,-1,-1) ] 1  :   109   13    6.280
   1  [    1 ( 0, 0, 0) ] 3    57  [    2 ( 0,-1, 1) ] 2  :   125   13    9.112
   1  [    1 ( 0, 0, 0) ] 3    60  [    2 ( 0, 1,-1) ] 1  :   137   13    8.150
   1  [    1 ( 0, 0, 0) ] 3    60  [    2 ( 0, 1,-1) ] 2  :   141   13    8.150
   1  [    1 ( 0, 0, 0) ] 3    45  [    2 ( 1,-1,-1) ] 1  :   157   13    4.075
   1  [    1 ( 0, 0, 0) ] 3    25  [    2 ( 1,-1, 0) ] 2  :   173   13    4.075
   1  [    1 ( 0, 0, 0) ] 3    10  [    2 ( 1, 0,-1) ] 1  :   185   13    4.778
   1  [    1 ( 0, 0, 0) ] 3    10  [    2 ( 1, 0,-1) ] 2  :   189   13    4.778
   1  [    1 ( 0, 0, 0) ] 3    28  [    2 (-1,-1, 0) ] 3  :     1   14    2.495
   1  [    1 ( 0, 0, 0) ] 3    42  [    2 (-1,-1, 1) ] 3  :     5   14    7.486
   1  [    1 ( 0, 0, 0) ] 3    60  [    2 ( 0, 1,-1) ] 3  :    33   14    8.150
   1  [    1 ( 0, 0, 0) ] 3    10  [    2 ( 1, 0,-1) ] 3  :    45   14    4.778
   1  [    1 ( 0, 0, 0) ] 3     3  [    1 (-1, 1,-1) ] 3  :    13   15    9.982
   1  [    1 ( 0, 0, 0) ] 3     3  [    1 ( 1,-1, 1) ] 3  :    16   15    9.982
   1  [    1 ( 0, 0, 0) ] 3     5  [    1 (-1, 1, 1) ] 3  :    21   15    7.058
   1  [    1 ( 0, 0, 0) ] 3     5  [    1 ( 1,-1,-1) ] 3  :    24   15    7.058
   1  [    1 ( 0, 0, 0) ] 3     2  [    1 (-1,-1, 1) ] 3  :     1   16    2.495
   1  [    1 ( 0, 0, 0) ] 3     2  [    1 ( 1, 1,-1) ] 3  :     4   16    2.495
   1  [    1 ( 0, 0, 0) ] 3    55  [    1 (-1, 1, 0) ] 3  :     9   17    9.112
   1  [    1 ( 0, 0, 0) ] 3    49  [    1 ( 1,-1, 0) ] 3  :    12   17    5.763
   1  [    1 ( 0, 0, 0) ] 3    51  [    1 ( 0, 0,-1) ] 3  :    21   17    7.058
   1  [    1 ( 0, 0, 0) ] 3    53  [    1 ( 0, 0, 1) ] 3  :    24   17    9.982
   1  [    1 ( 0, 0, 0) ] 3    18  [    1 ( 1, 0, 0) ] 1  :     8   18    4.778
   1  [    1 ( 0, 0, 0) ] 3    19  [    1 (-1, 0, 0) ] 1  :    13   18    5.763
   1  [    1 ( 0, 0, 0) ] 3    34  [    1 ( 1, 0,-1) ] 2  :    28   18    6.280
   1  [    1 ( 0, 0, 0) ] 3    37  [    1 (-1, 0, 1) ] 2  :    29   18    5.763
   1  [    1 ( 0, 0, 0) ] 3    49  [    1 ( 1,-1, 0) ] 1  :    36   18    5.763
   1  [    1 ( 0, 0, 0) ] 3    49  [    1 ( 1,-1, 0) ] 2  :    40   18    5.763
   1  [    1 ( 0, 0, 0) ] 3    55  [    1 (-1, 1, 0) ] 1  :    41   18    9.112
   1  [    1 ( 0, 0, 0) ] 3    55  [    1 (-1, 1, 0) ] 2  :    45   18    9.112
   1  [    1 ( 0, 0, 0) ] 3    38  [    1 ( 0, 1, 0) ] 2  :    60   18    4.778
   1  [    1 ( 0, 0, 0) ] 3    33  [    1 ( 0,-1, 0) ] 2  :    61   18    4.075
   1  [    1 ( 0, 0, 0) ] 3    20  [    1 ( 0, 1,-1) ] 1  :    72   18    7.486
   1  [    1 ( 0, 0, 0) ] 3    17  [    1 ( 0,-1, 1) ] 1  :    77   18    4.075
   1  [    1 ( 0, 0, 0) ] 3    53  [    1 ( 0, 0, 1) ] 1  :    84   18    9.982
   1  [    1 ( 0, 0, 0) ] 3    53  [    1 ( 0, 0, 1) ] 2  :    88   18    9.982
   1  [    1 ( 0, 0, 0) ] 3    51  [    1 ( 0, 0,-1) ] 1  :    89   18    7.058
   1  [    1 ( 0, 0, 0) ] 3    51  [    1 ( 0, 0,-1) ] 2  :    93   18    7.058
   1  [    1 ( 0, 0, 0) ] 3    19  [    1 (-1, 0, 0) ] 3  :     5   19    5.763
   1  [    1 ( 0, 0, 0) ] 3    18  [    1 ( 1, 0, 0) ] 3  :     8   19    4.778
   1  [    1 ( 0, 0, 0) ] 3    37  [    1 (-1, 0, 1) ] 3  :    13   19    5.763
   1  [    1 ( 0, 0, 0) ] 3    34  [    1 ( 1, 0,-1) ] 3  :    16   19    6.280
   1  [    1 ( 0, 0, 0) ] 3    33  [    1 ( 0,-1, 0) ] 3  :    29   19    4.075
   1  [    1 ( 0, 0, 0) ] 3    38  [    1 ( 0, 1, 0) ] 3  :    32   19    4.778
   1  [    1 ( 0, 0, 0) ] 3    17  [    1 ( 0,-1, 1) ] 3  :    37   19    4.075
   1  [    1 ( 0, 0, 0) ] 3    20  [    1 ( 0, 1,-1) ] 3  :    40   19    7.486
   1  [    1 ( 0, 0, 0) ] 3    18  [    1 ( 1, 0, 0) ] 2  :     4   20    4.778
   1  [    1 ( 0, 0, 0) ] 3    19  [    1 (-1, 0, 0) ] 2  :     5   20    5.763
   1  [    1 ( 0, 0, 0) ] 3    34  [    1 ( 1, 0,-1) ] 1  :    12   20    6.280
   1  [    1 ( 0, 0, 0) ] 3    37  [    1 (-1, 0, 1) ] 1  :    13   20    5.763
   1  [    1 ( 0, 0, 0) ] 3    38  [    1 ( 0, 1, 0) ] 1  :    28   20    4.778
   1  [    1 ( 0, 0, 0) ] 3    33  [    1 ( 0,-1, 0) ] 1  :    29   20    4.075
   1  [    1 ( 0, 0, 0) ] 3    20  [    1 ( 0, 1,-1) ] 2  :    36   20    7.486
   1  [    1 ( 0, 0, 0) ] 3    17  [    1 ( 0,-1, 1) ] 2  :    37   20    4.075
   1  [    1 ( 0, 0, 0) ] 3    42  [    2 ( 1, 1,-1) ] 3  :     9   21    7.486
   1  [    1 ( 0, 0, 0) ] 3    60  [    2 (-2,-1, 1) ] 3  :    13   21    8.150
   1  [    1 ( 0, 0, 0) ] 3    10  [    2 (-1,-2, 1) ] 3  :    25   21    4.778
   1  [    1 ( 0, 0, 0) ] 3    28  [    2 ( 1, 1,-2) ] 3  :    45   21    2.495
   1  [    1 ( 0, 0, 0) ] 3    45  [    2 (-1, 1, 1) ] 1  :    13   22    4.075
   1  [    1 ( 0, 0, 0) ] 3    43  [    2 ( 1,-1, 1) ] 2  :    29   22    4.075
   1  [    1 ( 0, 0, 0) ] 3    42  [    2 ( 1, 1,-1) ] 1  :    41   22    7.486
   1  [    1 ( 0, 0, 0) ] 3    42  [    2 ( 1, 1,-1) ] 2  :    45   22    7.486
   1  [    1 ( 0, 0, 0) ] 3    60  [    2 (-2,-1, 1) ] 1  :    57   22    8.150
   1  [    1 ( 0, 0, 0) ] 3    60  [    2 (-2,-1, 1) ] 2  :    61   22    8.150
   1  [    1 ( 0, 0, 0) ] 3    57  [    2 (-2, 1,-1) ] 2  :    77   22    9.112
   1  [    1 ( 0, 0, 0) ] 3    63  [    2 (-2, 1, 1) ] 1  :    93   22    6.280
   1  [    1 ( 0, 0, 0) ] 3    10  [    2 (-1,-2, 1) ] 1  :   105   22    4.778
   1  [    1 ( 0, 0, 0) ] 3    10  [    2 (-1,-2, 1) ] 2  :   109   22    4.778
   1  [    1 ( 0, 0, 0) ] 3    25  [    2 (-1, 1,-2) ] 2  :   125   22    4.075
   1  [    1 ( 0, 0, 0) ] 3    13  [    2 ( 1,-2,-1) ] 1  :   141   22    4.075
   1  [    1 ( 0, 0, 0) ] 3    11  [    2 ( 1,-2, 1) ] 2  :   157   22    4.075
   1  [    1 ( 0, 0, 0) ] 3    31  [    2 ( 1,-1,-2) ] 1  :   173   22    4.075
   1  [    1 ( 0, 0, 0) ] 3    28  [    2 ( 1, 1,-2) ] 1  :   185   22    2.495
   1  [    1 ( 0, 0, 0) ] 3    28  [    2 ( 1, 1,-2) ] 2  :   189   22    2.495
   1  [    1 ( 0, 0, 0) ] 3    45  [    2 (-1, 1, 1) ] 3  :     5   23    4.075
   1  [    1 ( 0, 0, 0) ] 3    43  [    2 ( 1,-1, 1) ] 3  :    13   23    4.075
   1  [    1 ( 0, 0, 0) ] 3    57  [    2 (-2, 1,-1) ] 3  :    37   23    9.112
   1  [    1 ( 0, 0, 0) ] 3    63  [    2 (-2, 1, 1) ] 3  :    45   23    6.280
   1  [    1 ( 0, 0, 0) ] 3    25  [    2 (-1, 1,-2) ] 3  :    61   23    4.075
   1  [    1 ( 0, 0, 0) ] 3    13  [    2 ( 1,-2,-1) ] 3  :    69   23    4.075
   1  [    1 ( 0, 0, 0) ] 3    11  [    2 ( 1,-2, 1) ] 3  :    77   23    4.075
   1  [    1 ( 0, 0, 0) ] 3    31  [    2 ( 1,-1,-2) ] 3  :    85   23    4.075
   1  [    1 ( 0, 0, 0) ] 3    45  [    2 (-1, 1, 1) ] 2  :     5   24    4.075
   1  [    1 ( 0, 0, 0) ] 3    43  [    2 ( 1,-1, 1) ] 1  :    13   24    4.075
   1  [    1 ( 0, 0, 0) ] 3    57  [    2 (-2, 1,-1) ] 1  :    37   24    9.112
   1  [    1 ( 0, 0, 0) ] 3    63  [    2 (-2, 1, 1) ] 2  :    45   24    6.280
   1  [    1 ( 0, 0, 0) ] 3    25  [    2 (-1, 1,-2) ] 1  :    61   24    4.075
   1  [    1 ( 0, 0, 0) ] 3    13  [    2 ( 1,-2,-1) ] 2  :    69   24    4.075
   1  [    1 ( 0, 0, 0) ] 3    11  [    2 ( 1,-2, 1) ] 1  :    77   24    4.075
   1  [    1 ( 0, 0, 0) ] 3    31  [    2 ( 1,-1,-2) ] 2  :    85   24    4.075
   1  [    1 ( 0, 0, 0) ] 3    14  [    2 ( 0, 1, 0) ] 3  :    13   25    4.778
   1  [    1 ( 0, 0, 0) ] 3    58  [    2 ( 1, 0, 0) ] 3  :    21   25    8.523
   1  [    1 ( 0, 0, 0) ] 3    44  [    2 (-2, 0, 0) ] 3  :    29   25    4.778
   1  [    1 ( 0, 0, 0) ] 3    32  [    2 (-2, 0, 1) ] 3  :    37   25    4.778
   1  [    1 ( 0, 0, 0) ] 3    46  [    2 ( 0,-2, 0) ] 3  :    53   25    6.280
   1  [    1 ( 0, 0, 0) ] 3    26  [    2 ( 0,-2, 1) ] 3  :    61   25    4.778
   1  [    1 ( 0, 0, 0) ] 3    12  [    2 ( 0, 1,-2) ] 3  :    77   25    2.495
   1  [    1 ( 0, 0, 0) ] 3    64  [    2 ( 1, 0,-2) ] 3  :    93   25    8.150
   1  [    1 ( 0, 0, 0) ] 3    14  [    2 ( 0, 1, 0) ] 1  :    13   26    4.778
   1  [    1 ( 0, 0, 0) ] 3    58  [    2 ( 1, 0, 0) ] 2  :    21   26    8.523
   1  [    1 ( 0, 0, 0) ] 3    44  [    2 (-2, 0, 0) ] 2  :    29   26    4.778
   1  [    1 ( 0, 0, 0) ] 3    32  [    2 (-2, 0, 1) ] 1  :    37   26    4.778
   1  [    1 ( 0, 0, 0) ] 3    46  [    2 ( 0,-2, 0) ] 1  :    53   26    6.280
   1  [    1 ( 0, 0, 0) ] 3    26  [    2 ( 0,-2, 1) ] 2  :    61   26    4.778
   1  [    1 ( 0, 0, 0) ] 3    12  [    2 ( 0, 1,-2) ] 2  :    77   26    2.495
   1  [    1 ( 0, 0, 0) ] 3    64  [    2 ( 1, 0,-2) ] 1  :    93   26    8.150
   1  [    1 ( 0, 0, 0) ] 3    29  [    2 ( 0, 0, 1) ] 1  :     9   27    4.075
   1  [    1 ( 0, 0, 0) ] 3    29  [    2 ( 0, 0, 1) ] 2  :    13   27    4.075
   1  [    1 ( 0, 0, 0) ] 3    14  [    2 ( 0, 1, 0) ] 2  :    29   27    4.778
   1  [    1 ( 0, 0, 0) ] 3    58  [    2 ( 1, 0, 0) ] 1  :    45   27    8.523
   1  [    1 ( 0, 0, 0) ] 3    44  [    2 (-2, 0, 0) ] 1  :    61   27    4.778
   1  [    1 ( 0, 0, 0) ] 3    32  [    2 (-2, 0, 1) ] 2  :    77   27    4.778
   1  [    1 ( 0, 0, 0) ] 3    15  [    2 (-2, 1, 0) ] 1  :    89   27    5.763
   1  [    1 ( 0, 0, 0) ] 3    15  [    2 (-2, 1, 0) ] 2  :    93   27    5.763
   1  [    1 ( 0, 0, 0) ] 3    46  [    2 ( 0,-2, 0) ] 2  :   109   27    6.280
   1  [    1 ( 0, 0, 0) ] 3    26  [    2 ( 0,-2, 1) ] 1  :   125   27    4.778
   1  [    1 ( 0, 0, 0) ] 3    47  [    2 ( 0, 0,-2) ] 1  :   137   27    7.058
   1  [    1 ( 0, 0, 0) ] 3    47  [    2 ( 0, 0,-2) ] 2  :   141   27    7.058
   1  [    1 ( 0, 0, 0) ] 3    12  [    2 ( 0, 1,-2) ] 1  :   157   27    2.495
   1  [    1 ( 0, 0, 0) ] 3    61  [    2 ( 1,-2, 0) ] 1  :   169   27    6.280
   1  [    1 ( 0, 0, 0) ] 3    61  [    2 ( 1,-2, 0) ] 2  :   173   27    6.280
   1  [    1 ( 0, 0, 0) ] 3    64  [    2 ( 1, 0,-2) ] 2  :   189   27    8.150
   1  [    1 ( 0, 0, 0) ] 3    29  [    2 ( 0, 0, 1) ] 3  :     1   28    4.075
   1  [    1 ( 0, 0, 0) ] 3    15  [    2 (-2, 1, 0) ] 3  :    21   28    5.763
   1  [    1 ( 0, 0, 0) ] 3    47  [    2 ( 0, 0,-2) ] 3  :    33   28    7.058
   1  [    1 ( 0, 0, 0) ] 3    61  [    2 ( 1,-2, 0) ] 3  :    41   28    6.280
   1  [    1 ( 0, 0, 0) ] 3    29  [    2 (-2, 2,-1) ] 3  :    17   29    4.075
   1  [    1 ( 0, 0, 0) ] 3    47  [    2 (-2, 2, 0) ] 3  :    21   29    7.058
   1  [    1 ( 0, 0, 0) ] 3    61  [    2 (-1, 0,-2) ] 3  :    33   29    6.280
   1  [    1 ( 0, 0, 0) ] 3    61  [    2 (-1, 0, 2) ] 3  :    37   29    6.280
   1  [    1 ( 0, 0, 0) ] 3    15  [    2 ( 0,-1,-2) ] 3  :    57   29    5.763
   1  [    1 ( 0, 0, 0) ] 3    15  [    2 ( 0,-1, 2) ] 3  :    61   29    5.763
   1  [    1 ( 0, 0, 0) ] 3    29  [    2 ( 2,-2,-1) ] 3  :    73   29    4.075
   1  [    1 ( 0, 0, 0) ] 3    47  [    2 ( 2,-2, 0) ] 3  :    77   29    7.058
   1  [    1 ( 0, 0, 0) ] 3    26  [    2 (-2, 0,-1) ] 1  :    21   30    4.778
   1  [    1 ( 0, 0, 0) ] 3    46  [    2 (-2, 0, 2) ] 2  :    29   30    6.280
   1  [    1 ( 0, 0, 0) ] 3    29  [    2 (-2, 2,-1) ] 1  :    37   30    4.075
   1  [    1 ( 0, 0, 0) ] 3    47  [    2 (-2, 2, 0) ] 2  :    45   30    7.058
   1  [    1 ( 0, 0, 0) ] 3    61  [    2 (-1, 0,-2) ] 1  :    69   30    6.280
   1  [    1 ( 0, 0, 0) ] 3    61  [    2 (-1, 0, 2) ] 2  :    77   30    6.280
   1  [    1 ( 0, 0, 0) ] 3    58  [    2 (-1, 2,-2) ] 1  :    85   30    8.523
   1  [    1 ( 0, 0, 0) ] 3    64  [    2 (-1, 2, 0) ] 2  :    93   30    8.150
   1  [    1 ( 0, 0, 0) ] 3    32  [    2 ( 0,-2,-1) ] 2  :   101   30    4.778
   1  [    1 ( 0, 0, 0) ] 3    44  [    2 ( 0,-2, 2) ] 1  :   109   30    4.778
   1  [    1 ( 0, 0, 0) ] 3    15  [    2 ( 0,-1,-2) ] 2  :   117   30    5.763
   1  [    1 ( 0, 0, 0) ] 3    15  [    2 ( 0,-1, 2) ] 1  :   125   30    5.763
   1  [    1 ( 0, 0, 0) ] 3    29  [    2 ( 2,-2,-1) ] 2  :   149   30    4.075
   1  [    1 ( 0, 0, 0) ] 3    47  [    2 ( 2,-2, 0) ] 1  :   157   30    7.058
   1  [    1 ( 0, 0, 0) ] 3    14  [    2 ( 2,-1,-2) ] 2  :   165   30    4.778
   1  [    1 ( 0, 0, 0) ] 3    12  [    2 ( 2,-1, 0) ] 1  :   173   30    2.495
   1  [    1 ( 0, 0, 0) ] 3    12  [    2 (-2,-1, 0) ] 1  :     5   31    2.495
   1  [    1 ( 0, 0, 0) ] 3    14  [    2 (-2,-1, 2) ] 2  :    13   31    4.778
   1  [    1 ( 0, 0, 0) ] 3    29  [    2 (-2, 2,-1) ] 2  :    37   31    4.075
   1  [    1 ( 0, 0, 0) ] 3    47  [    2 (-2, 2, 0) ] 1  :    45   31    7.058
   1  [    1 ( 0, 0, 0) ] 3    64  [    2 (-1,-2, 0) ] 2  :    53   31    8.150
   1  [    1 ( 0, 0, 0) ] 3    58  [    2 (-1,-2, 2) ] 1  :    61   31    8.523
   1  [    1 ( 0, 0, 0) ] 3    61  [    2 (-1, 0,-2) ] 2  :    69   31    6.280
   1  [    1 ( 0, 0, 0) ] 3    61  [    2 (-1, 0, 2) ] 1  :    77   31    6.280
   1  [    1 ( 0, 0, 0) ] 3    15  [    2 ( 0,-1,-2) ] 1  :   117   31    5.763
   1  [    1 ( 0, 0, 0) ] 3    15  [    2 ( 0,-1, 2) ] 2  :   125   31    5.763
   1  [    1 ( 0, 0, 0) ] 3    44  [    2 ( 0, 2,-2) ] 1  :   133   31    4.778
   1  [    1 ( 0, 0, 0) ] 3    32  [    2 ( 0, 2,-1) ] 2  :   141   31    4.778
   1  [    1 ( 0, 0, 0) ] 3    29  [    2 ( 2,-2,-1) ] 1  :   149   31    4.075
   1  [    1 ( 0, 0, 0) ] 3    47  [    2 ( 2,-2, 0) ] 2  :   157   31    7.058
   1  [    1 ( 0, 0, 0) ] 3    46  [    2 ( 2, 0,-2) ] 2  :   181   31    6.280
   1  [    1 ( 0, 0, 0) ] 3    26  [    2 ( 2, 0,-1) ] 1  :   189   31    4.778
   1  [    1 ( 0, 0, 0) ] 3    26  [    2 (-2, 0,-1) ] 3  :     9   32    4.778
   1  [    1 ( 0, 0, 0) ] 3    46  [    2 (-2, 0, 2) ] 3  :    13   32    6.280
   1  [    1 ( 0, 0, 0) ] 3    58  [    2 (-1, 2,-2) ] 3  :    41   32    8.523
   1  [    1 ( 0, 0, 0) ] 3    64  [    2 (-1, 2, 0) ] 3  :    45   32    8.150
   1  [    1 ( 0, 0, 0) ] 3    32  [    2 ( 0,-2,-1) ] 3  :    49   32    4.778
   1  [    1 ( 0, 0, 0) ] 3    44  [    2 ( 0,-2, 2) ] 3  :    53   32    4.778
   1  [    1 ( 0, 0, 0) ] 3    14  [    2 ( 2,-1,-2) ] 3  :    81   32    4.778
   1  [    1 ( 0, 0, 0) ] 3    12  [    2 ( 2,-1, 0) ] 3  :    85   32    2.495
   1  [    1 ( 0, 0, 0) ] 3    12  [    2 (-2,-1, 0) ] 2  :     5   33    2.495
   1  [    1 ( 0, 0, 0) ] 3    14  [    2 (-2,-1, 2) ] 1  :    13   33    4.778
   1  [    1 ( 0, 0, 0) ] 3    26  [    2 (-2, 0,-1) ] 2  :    21   33    4.778
   1  [    1 ( 0, 0, 0) ] 3    46  [    2 (-2, 0, 2) ] 1  :    29   33    6.280
   1  [    1 ( 0, 0, 0) ] 3    64  [    2 (-1,-2, 0) ] 1  :    53   33    8.150
   1  [    1 ( 0, 0, 0) ] 3    58  [    2 (-1,-2, 2) ] 2  :    61   33    8.523
   1  [    1 ( 0, 0, 0) ] 3    58  [    2 (-1, 2,-2) ] 2  :    85   33    8.523
   1  [    1 ( 0, 0, 0) ] 3    64  [    2 (-1, 2, 0) ] 1  :    93   33    8.150
   1  [    1 ( 0, 0, 0) ] 3    32  [    2 ( 0,-2,-1) ] 1  :   101   33    4.778
   1  [    1 ( 0, 0, 0) ] 3    44  [    2 ( 0,-2, 2) ] 2  :   109   33    4.778
   1  [    1 ( 0, 0, 0) ] 3    44  [    2 ( 0, 2,-2) ] 2  :   133   33    4.778
   1  [    1 ( 0, 0, 0) ] 3    32  [    2 ( 0, 2,-1) ] 1  :   141   33    4.778
   1  [    1 ( 0, 0, 0) ] 3    14  [    2 ( 2,-1,-2) ] 1  :   165   33    4.778
   1  [    1 ( 0, 0, 0) ] 3    12  [    2 ( 2,-1, 0) ] 2  :   173   33    2.495
