 # i,    taui (ni),  alpha ;   j,    tauj  (nj),   beta  :   term  group   rij 
  41  [    2 ( 0, 0, 0) ] 1    23  [    1 (-2, 1, 1) ] 2  :    84    5    4.075
  41  [    2 ( 0, 0, 0) ] 1    23  [    1 (-2, 1, 1) ] 3  :    92    5    4.075
  41  [    2 ( 0, 0, 0) ] 1    28  [    2 (-1,-1, 0) ] 1  :    97    6    2.495
  41  [    2 ( 0, 0, 0) ] 1    30  [    2 ( 1, 1, 0) ] 1  :   100    6    4.778
  41  [    2 ( 0, 0, 0) ] 1    11  [    2 (-1, 0,-1) ] 1  :   105    6    4.075
  41  [    2 ( 0, 0, 0) ] 1    16  [    2 ( 1, 0, 1) ] 1  :   108    6    4.778
  41  [    2 ( 0, 0, 0) ] 1    32  [    2 (-2, 0, 1) ] 1  :   121    6    2.495
  41  [    2 ( 0, 0, 0) ] 1    26  [    2 ( 2, 0,-1) ] 1  :   124    6    6.280
  41  [    2 ( 0, 0, 0) ] 1    15  [    2 (-2, 1, 0) ] 1  :   129    6    5.763
  41  [    2 ( 0, 0, 0) ] 1    12  [    2 ( 2,-1, 0) ] 1  :   132    6    4.778
  41  [    2 ( 0, 0, 0) ] 1    30  [    2 (-1,-1, 2) ] 1  :   145    6    4.778
  41  [    2 ( 0, 0, 0) ] 1    28  [    2 ( 1, 1,-2) ] 1  :   148    6    2.495
  41  [    2 ( 0, 0, 0) ] 1    16  [    2 (-1, 2,-1) ] 1  :   161    6    4.778
  41  [    2 ( 0, 0, 0) ] 1    11  [    2 ( 1,-2, 1) ] 1  :   164    6    4.075
  41  [    2 ( 0, 0, 0) ] 1    26  [    2 ( 0,-2, 1) ] 1  :   177    6    6.280
  41  [    2 ( 0, 0, 0) ] 1    32  [    2 ( 0, 2,-1) ] 1  :   180    6    2.495
  41  [    2 ( 0, 0, 0) ] 1    15  [    2 ( 0,-1, 2) ] 1  :   185    6    5.763
  41  [    2 ( 0, 0, 0) ] 1    12  [    2 ( 0, 1,-2) ] 1  :   188    6    4.778
  41  [    2 ( 0, 0, 0) ] 1    28  [    2 (-1,-1, 0) ] 2  :    97    7    2.495
  41  [    2 ( 0, 0, 0) ] 1    30  [    2 ( 1, 1, 0) ] 2  :   104    7    4.778
  41  [    2 ( 0, 0, 0) ] 1    11  [    2 (-1, 0,-1) ] 3  :   105    7    4.075
  41  [    2 ( 0, 0, 0) ] 1    16  [    2 ( 1, 0, 1) ] 3  :   112    7    4.778
  41  [    2 ( 0, 0, 0) ] 1    32  [    2 (-2, 0, 1) ] 2  :   121    7    2.495
  41  [    2 ( 0, 0, 0) ] 1    26  [    2 ( 2, 0,-1) ] 2  :   128    7    6.280
  41  [    2 ( 0, 0, 0) ] 1    15  [    2 (-2, 1, 0) ] 3  :   129    7    5.763
  41  [    2 ( 0, 0, 0) ] 1    12  [    2 ( 2,-1, 0) ] 3  :   136    7    4.778
  41  [    2 ( 0, 0, 0) ] 1    30  [    2 (-1,-1, 2) ] 2  :   145    7    4.778
  41  [    2 ( 0, 0, 0) ] 1    28  [    2 ( 1, 1,-2) ] 2  :   152    7    2.495
  41  [    2 ( 0, 0, 0) ] 1    16  [    2 (-1, 2,-1) ] 3  :   161    7    4.778
  41  [    2 ( 0, 0, 0) ] 1    11  [    2 ( 1,-2, 1) ] 3  :   168    7    4.075
  41  [    2 ( 0, 0, 0) ] 1    26  [    2 ( 0,-2, 1) ] 2  :   177    7    6.280
  41  [    2 ( 0, 0, 0) ] 1    32  [    2 ( 0, 2,-1) ] 2  :   184    7    2.495
  41  [    2 ( 0, 0, 0) ] 1    15  [    2 ( 0,-1, 2) ] 3  :   185    7    5.763
  41  [    2 ( 0, 0, 0) ] 1    12  [    2 ( 0, 1,-2) ] 3  :   192    7    4.778
  41  [    2 ( 0, 0, 0) ] 1    28  [    2 (-1,-1, 0) ] 3  :    97    8    2.495
  41  [    2 ( 0, 0, 0) ] 1    11  [    2 (-1, 0,-1) ] 2  :   105    8    4.075
  41  [    2 ( 0, 0, 0) ] 1    62  [    2 ( 0, 1, 1) ] 2  :   116    8    7.486
  41  [    2 ( 0, 0, 0) ] 1    62  [    2 ( 0, 1, 1) ] 3  :   120    8    7.486
  41  [    2 ( 0, 0, 0) ] 1    26  [    2 ( 2, 0,-1) ] 3  :   124    8    6.280
  41  [    2 ( 0, 0, 0) ] 1    12  [    2 ( 2,-1, 0) ] 2  :   132    8    4.778
  41  [    2 ( 0, 0, 0) ] 1    63  [    2 (-2, 1, 1) ] 2  :   137    8    7.058
  41  [    2 ( 0, 0, 0) ] 1    63  [    2 (-2, 1, 1) ] 3  :   141    8    7.058
  41  [    2 ( 0, 0, 0) ] 1    30  [    2 (-1,-1, 2) ] 3  :   145    8    4.778
  41  [    2 ( 0, 0, 0) ] 1    64  [    2 ( 1, 0,-2) ] 2  :   156    8    9.112
  41  [    2 ( 0, 0, 0) ] 1    64  [    2 ( 1, 0,-2) ] 3  :   160    8    9.112
  41  [    2 ( 0, 0, 0) ] 1    16  [    2 (-1, 2,-1) ] 2  :   161    8    4.778
  41  [    2 ( 0, 0, 0) ] 1    61  [    2 ( 1,-2, 0) ] 2  :   172    8    7.058
  41  [    2 ( 0, 0, 0) ] 1    61  [    2 ( 1,-2, 0) ] 3  :   176    8    7.058
  41  [    2 ( 0, 0, 0) ] 1    32  [    2 ( 0, 2,-1) ] 3  :   180    8    2.495
  41  [    2 ( 0, 0, 0) ] 1    15  [    2 ( 0,-1, 2) ] 2  :   185    8    5.763
  41  [    2 ( 0, 0, 0) ] 1    30  [    2 ( 1, 1, 0) ] 3  :   100    9    4.778
  41  [    2 ( 0, 0, 0) ] 1    16  [    2 ( 1, 0, 1) ] 2  :   108    9    4.778
  41  [    2 ( 0, 0, 0) ] 1    63  [    2 ( 0,-1,-1) ] 2  :   113    9    7.058
  41  [    2 ( 0, 0, 0) ] 1    63  [    2 ( 0,-1,-1) ] 3  :   117    9    7.058
  41  [    2 ( 0, 0, 0) ] 1    32  [    2 (-2, 0, 1) ] 3  :   121    9    2.495
  41  [    2 ( 0, 0, 0) ] 1    15  [    2 (-2, 1, 0) ] 2  :   129    9    5.763
  41  [    2 ( 0, 0, 0) ] 1    62  [    2 ( 2,-1,-1) ] 2  :   140    9    7.486
  41  [    2 ( 0, 0, 0) ] 1    62  [    2 ( 2,-1,-1) ] 3  :   144    9    7.486
  41  [    2 ( 0, 0, 0) ] 1    28  [    2 ( 1, 1,-2) ] 3  :   148    9    2.495
  41  [    2 ( 0, 0, 0) ] 1    61  [    2 (-1, 0, 2) ] 2  :   153    9    7.058
  41  [    2 ( 0, 0, 0) ] 1    61  [    2 (-1, 0, 2) ] 3  :   157    9    7.058
  41  [    2 ( 0, 0, 0) ] 1    11  [    2 ( 1,-2, 1) ] 2  :   164    9    4.075
  41  [    2 ( 0, 0, 0) ] 1    64  [    2 (-1, 2, 0) ] 2  :   169    9    9.112
  41  [    2 ( 0, 0, 0) ] 1    64  [    2 (-1, 2, 0) ] 3  :   173    9    9.112
  41  [    2 ( 0, 0, 0) ] 1    26  [    2 ( 0,-2, 1) ] 3  :   177    9    6.280
  41  [    2 ( 0, 0, 0) ] 1    12  [    2 ( 0, 1,-2) ] 2  :   188    9    4.778
  41  [    2 ( 0, 0, 0) ] 1    63  [    2 ( 0,-1,-1) ] 1  :    57   10    7.058
  41  [    2 ( 0, 0, 0) ] 1    62  [    2 ( 0, 1, 1) ] 1  :    60   10    7.486
  41  [    2 ( 0, 0, 0) ] 1    63  [    2 (-2, 1, 1) ] 1  :    69   10    7.058
  41  [    2 ( 0, 0, 0) ] 1    62  [    2 ( 2,-1,-1) ] 1  :    72   10    7.486
  41  [    2 ( 0, 0, 0) ] 1    61  [    2 (-1, 0, 2) ] 1  :    77   10    7.058
  41  [    2 ( 0, 0, 0) ] 1    64  [    2 ( 1, 0,-2) ] 1  :    80   10    9.112
  41  [    2 ( 0, 0, 0) ] 1    64  [    2 (-1, 2, 0) ] 1  :    85   10    9.112
  41  [    2 ( 0, 0, 0) ] 1    61  [    2 ( 1,-2, 0) ] 1  :    88   10    7.058
  41  [    2 ( 0, 0, 0) ] 1    54  [    1 ( 1, 1, 0) ] 1  :     4   11    8.150
  41  [    2 ( 0, 0, 0) ] 1     2  [    1 ( 1, 1,-1) ] 1  :    12   11    0.000
  41  [    2 ( 0, 0, 0) ] 1    40  [    1 ( 1, 0, 1) ] 1  :    20   11    5.763
  41  [    2 ( 0, 0, 0) ] 1     3  [    1 ( 1,-1, 1) ] 1  :    36   11    9.982
  41  [    2 ( 0, 0, 0) ] 1    20  [    1 ( 0, 1,-1) ] 1  :    60   11    9.447
  41  [    2 ( 0, 0, 0) ] 1    17  [    1 ( 0,-1, 1) ] 1  :    68   11    4.075
  41  [    2 ( 0, 0, 0) ] 1    55  [    1 (-1, 1, 0) ] 1  :    84   11    8.523
  41  [    2 ( 0, 0, 0) ] 1    37  [    1 (-1, 0, 1) ] 1  :    92   11    4.778
  41  [    2 ( 0, 0, 0) ] 1    54  [    1 ( 1, 1, 0) ] 2  :     8   12    8.150
  41  [    2 ( 0, 0, 0) ] 1     2  [    1 ( 1, 1,-1) ] 2  :    16   12    0.000
  41  [    2 ( 0, 0, 0) ] 1    40  [    1 ( 1, 0, 1) ] 3  :    24   12    5.763
  41  [    2 ( 0, 0, 0) ] 1     3  [    1 ( 1,-1, 1) ] 3  :    40   12    9.982
  41  [    2 ( 0, 0, 0) ] 1    20  [    1 ( 0, 1,-1) ] 3  :    64   12    9.447
  41  [    2 ( 0, 0, 0) ] 1    17  [    1 ( 0,-1, 1) ] 2  :    72   12    4.075
  41  [    2 ( 0, 0, 0) ] 1    55  [    1 (-1, 1, 0) ] 3  :    88   12    8.523
  41  [    2 ( 0, 0, 0) ] 1    37  [    1 (-1, 0, 1) ] 2  :    96   12    4.778
  41  [    2 ( 0, 0, 0) ] 1    54  [    1 ( 1, 1, 0) ] 3  :    12   13    8.150
  41  [    2 ( 0, 0, 0) ] 1     2  [    1 ( 1, 1,-1) ] 3  :    28   13    0.000
  41  [    2 ( 0, 0, 0) ] 1    40  [    1 ( 1, 0, 1) ] 2  :    40   13    5.763
  41  [    2 ( 0, 0, 0) ] 1    34  [    1 ( 1, 0,-1) ] 2  :    60   13    4.778
  41  [    2 ( 0, 0, 0) ] 1    34  [    1 ( 1, 0,-1) ] 3  :    64   13    4.778
  41  [    2 ( 0, 0, 0) ] 1     3  [    1 ( 1,-1, 1) ] 2  :    72   13    9.982
  41  [    2 ( 0, 0, 0) ] 1    49  [    1 ( 1,-1, 0) ] 2  :    92   13   10.781
  41  [    2 ( 0, 0, 0) ] 1    49  [    1 ( 1,-1, 0) ] 3  :    96   13   10.781
  41  [    2 ( 0, 0, 0) ] 1    22  [    1 ( 0, 1, 1) ] 2  :   108   13    6.280
  41  [    2 ( 0, 0, 0) ] 1    22  [    1 ( 0, 1, 1) ] 3  :   112   13    6.280
  41  [    2 ( 0, 0, 0) ] 1    20  [    1 ( 0, 1,-1) ] 2  :   120   13    9.447
  41  [    2 ( 0, 0, 0) ] 1    17  [    1 ( 0,-1, 1) ] 3  :   140   13    4.075
  41  [    2 ( 0, 0, 0) ] 1     5  [    1 (-1, 1, 1) ] 2  :   156   13    7.058
  41  [    2 ( 0, 0, 0) ] 1     5  [    1 (-1, 1, 1) ] 3  :   160   13    7.058
  41  [    2 ( 0, 0, 0) ] 1    55  [    1 (-1, 1, 0) ] 2  :   168   13    8.523
  41  [    2 ( 0, 0, 0) ] 1    37  [    1 (-1, 0, 1) ] 3  :   188   13    4.778
  41  [    2 ( 0, 0, 0) ] 1    34  [    1 ( 1, 0,-1) ] 1  :    16   14    4.778
  41  [    2 ( 0, 0, 0) ] 1    49  [    1 ( 1,-1, 0) ] 1  :    24   14   10.781
  41  [    2 ( 0, 0, 0) ] 1    22  [    1 ( 0, 1, 1) ] 1  :    28   14    6.280
  41  [    2 ( 0, 0, 0) ] 1     5  [    1 (-1, 1, 1) ] 1  :    40   14    7.058
  41  [    2 ( 0, 0, 0) ] 1    42  [    2 (-1,-1, 1) ] 1  :    25   15    4.075
  41  [    2 ( 0, 0, 0) ] 1    42  [    2 ( 1, 1,-1) ] 1  :    28   15    4.075
  41  [    2 ( 0, 0, 0) ] 1    43  [    2 (-1, 1,-1) ] 1  :    33   15    2.495
  41  [    2 ( 0, 0, 0) ] 1    43  [    2 ( 1,-1, 1) ] 1  :    36   15    2.495
  41  [    2 ( 0, 0, 0) ] 1    45  [    2 (-1, 1, 1) ] 1  :    21   16    4.778
  41  [    2 ( 0, 0, 0) ] 1    45  [    2 ( 1,-1,-1) ] 1  :    24   16    4.778
  41  [    2 ( 0, 0, 0) ] 1    59  [    2 (-1, 0, 0) ] 1  :    25   17    9.112
  41  [    2 ( 0, 0, 0) ] 1    58  [    2 ( 1, 0, 0) ] 1  :    28   17    8.150
  41  [    2 ( 0, 0, 0) ] 1    57  [    2 ( 0,-1, 1) ] 1  :    41   17    8.523
  41  [    2 ( 0, 0, 0) ] 1    60  [    2 ( 0, 1,-1) ] 1  :    44   17    8.523
  41  [    2 ( 0, 0, 0) ] 1    59  [    2 (-1, 0, 0) ] 2  :    97   18    9.112
  41  [    2 ( 0, 0, 0) ] 1    59  [    2 (-1, 0, 0) ] 3  :   101   18    9.112
  41  [    2 ( 0, 0, 0) ] 1    58  [    2 ( 1, 0, 0) ] 2  :   108   18    8.150
  41  [    2 ( 0, 0, 0) ] 1    58  [    2 ( 1, 0, 0) ] 3  :   112   18    8.150
  41  [    2 ( 0, 0, 0) ] 1    13  [    2 (-1, 0, 1) ] 2  :   113   18    4.075
  41  [    2 ( 0, 0, 0) ] 1    10  [    2 ( 1, 0,-1) ] 2  :   120   18    6.280
  41  [    2 ( 0, 0, 0) ] 1    31  [    2 (-1, 1, 0) ] 3  :   129   18    4.075
  41  [    2 ( 0, 0, 0) ] 1    25  [    2 ( 1,-1, 0) ] 3  :   140   18    4.075
  41  [    2 ( 0, 0, 0) ] 1     9  [    2 ( 0,-1, 0) ] 2  :   145   18    7.058
  41  [    2 ( 0, 0, 0) ] 1    14  [    2 ( 0, 1, 0) ] 2  :   152   18    7.486
  41  [    2 ( 0, 0, 0) ] 1    57  [    2 ( 0,-1, 1) ] 2  :   161   18    8.523
  41  [    2 ( 0, 0, 0) ] 1    57  [    2 ( 0,-1, 1) ] 3  :   165   18    8.523
  41  [    2 ( 0, 0, 0) ] 1    60  [    2 ( 0, 1,-1) ] 2  :   172   18    8.523
  41  [    2 ( 0, 0, 0) ] 1    60  [    2 ( 0, 1,-1) ] 3  :   176   18    8.523
  41  [    2 ( 0, 0, 0) ] 1    27  [    2 ( 0, 0,-1) ] 3  :   177   18    4.075
  41  [    2 ( 0, 0, 0) ] 1    29  [    2 ( 0, 0, 1) ] 3  :   188   18    4.075
  41  [    2 ( 0, 0, 0) ] 1    13  [    2 (-1, 0, 1) ] 1  :    57   19    4.075
  41  [    2 ( 0, 0, 0) ] 1    10  [    2 ( 1, 0,-1) ] 1  :    60   19    6.280
  41  [    2 ( 0, 0, 0) ] 1    31  [    2 (-1, 1, 0) ] 1  :    65   19    4.075
  41  [    2 ( 0, 0, 0) ] 1    25  [    2 ( 1,-1, 0) ] 1  :    68   19    4.075
  41  [    2 ( 0, 0, 0) ] 1     9  [    2 ( 0,-1, 0) ] 1  :    73   19    7.058
  41  [    2 ( 0, 0, 0) ] 1    14  [    2 ( 0, 1, 0) ] 1  :    76   19    7.486
  41  [    2 ( 0, 0, 0) ] 1    27  [    2 ( 0, 0,-1) ] 1  :    89   19    4.075
  41  [    2 ( 0, 0, 0) ] 1    29  [    2 ( 0, 0, 1) ] 1  :    92   19    4.075
  41  [    2 ( 0, 0, 0) ] 1    13  [    2 (-1, 0, 1) ] 3  :    57   20    4.075
  41  [    2 ( 0, 0, 0) ] 1    10  [    2 ( 1, 0,-1) ] 3  :    64   20    6.280
  41  [    2 ( 0, 0, 0) ] 1    31  [    2 (-1, 1, 0) ] 2  :    65   20    4.075
  41  [    2 ( 0, 0, 0) ] 1    25  [    2 ( 1,-1, 0) ] 2  :    72   20    4.075
  41  [    2 ( 0, 0, 0) ] 1     9  [    2 ( 0,-1, 0) ] 3  :    73   20    7.058
  41  [    2 ( 0, 0, 0) ] 1    14  [    2 ( 0, 1, 0) ] 3  :    80   20    7.486
  41  [    2 ( 0, 0, 0) ] 1    27  [    2 ( 0, 0,-1) ] 2  :    89   20    4.075
  41  [    2 ( 0, 0, 0) ] 1    29  [    2 ( 0, 0, 1) ] 2  :    96   20    4.075
  41  [    2 ( 0, 0, 0) ] 1     5  [    1 ( 1,-1,-1) ] 1  :     4   21    7.058
  41  [    2 ( 0, 0, 0) ] 1    22  [    1 ( 2,-1,-1) ] 1  :    24   21    6.280
  41  [    2 ( 0, 0, 0) ] 1    34  [    1 (-1, 2, 1) ] 1  :    36   21    4.778
  41  [    2 ( 0, 0, 0) ] 1    49  [    1 (-1, 1, 2) ] 1  :    44   21   10.781
  41  [    2 ( 0, 0, 0) ] 1     5  [    1 ( 1,-1,-1) ] 2  :    12   22    7.058
  41  [    2 ( 0, 0, 0) ] 1     5  [    1 ( 1,-1,-1) ] 3  :    16   22    7.058
  41  [    2 ( 0, 0, 0) ] 1     3  [    1 (-1, 1,-1) ] 2  :    24   22    9.982
  41  [    2 ( 0, 0, 0) ] 1     2  [    1 (-1,-1, 1) ] 3  :    44   22    0.000
  41  [    2 ( 0, 0, 0) ] 1    17  [    1 ( 2, 1,-1) ] 3  :    60   22    4.075
  41  [    2 ( 0, 0, 0) ] 1    20  [    1 ( 2,-1, 1) ] 2  :    72   22    9.447
  41  [    2 ( 0, 0, 0) ] 1    22  [    1 ( 2,-1,-1) ] 2  :    92   22    6.280
  41  [    2 ( 0, 0, 0) ] 1    22  [    1 ( 2,-1,-1) ] 3  :    96   22    6.280
  41  [    2 ( 0, 0, 0) ] 1    37  [    1 ( 1, 2,-1) ] 3  :   108   22    4.778
  41  [    2 ( 0, 0, 0) ] 1    55  [    1 ( 1,-1, 2) ] 2  :   120   22    8.523
  41  [    2 ( 0, 0, 0) ] 1    34  [    1 (-1, 2, 1) ] 2  :   140   22    4.778
  41  [    2 ( 0, 0, 0) ] 1    34  [    1 (-1, 2, 1) ] 3  :   144   22    4.778
  41  [    2 ( 0, 0, 0) ] 1    40  [    1 (-1, 2,-1) ] 2  :   152   22    5.763
  41  [    2 ( 0, 0, 0) ] 1    49  [    1 (-1, 1, 2) ] 2  :   172   22   10.781
  41  [    2 ( 0, 0, 0) ] 1    49  [    1 (-1, 1, 2) ] 3  :   176   22   10.781
  41  [    2 ( 0, 0, 0) ] 1    54  [    1 (-1,-1, 2) ] 3  :   188   22    8.150
  41  [    2 ( 0, 0, 0) ] 1     3  [    1 (-1, 1,-1) ] 1  :    12   23    9.982
  41  [    2 ( 0, 0, 0) ] 1     2  [    1 (-1,-1, 1) ] 1  :    20   23    0.000
  41  [    2 ( 0, 0, 0) ] 1    17  [    1 ( 2, 1,-1) ] 1  :    28   23    4.075
  41  [    2 ( 0, 0, 0) ] 1    20  [    1 ( 2,-1, 1) ] 1  :    36   23    9.447
  41  [    2 ( 0, 0, 0) ] 1    37  [    1 ( 1, 2,-1) ] 1  :    52   23    4.778
  41  [    2 ( 0, 0, 0) ] 1    55  [    1 ( 1,-1, 2) ] 1  :    60   23    8.523
  41  [    2 ( 0, 0, 0) ] 1    40  [    1 (-1, 2,-1) ] 1  :    76   23    5.763
  41  [    2 ( 0, 0, 0) ] 1    54  [    1 (-1,-1, 2) ] 1  :    92   23    8.150
  41  [    2 ( 0, 0, 0) ] 1     3  [    1 (-1, 1,-1) ] 3  :    16   24    9.982
  41  [    2 ( 0, 0, 0) ] 1     2  [    1 (-1,-1, 1) ] 2  :    24   24    0.000
  41  [    2 ( 0, 0, 0) ] 1    17  [    1 ( 2, 1,-1) ] 2  :    32   24    4.075
  41  [    2 ( 0, 0, 0) ] 1    20  [    1 ( 2,-1, 1) ] 3  :    40   24    9.447
  41  [    2 ( 0, 0, 0) ] 1    37  [    1 ( 1, 2,-1) ] 2  :    56   24    4.778
  41  [    2 ( 0, 0, 0) ] 1    55  [    1 ( 1,-1, 2) ] 3  :    64   24    8.523
  41  [    2 ( 0, 0, 0) ] 1    40  [    1 (-1, 2,-1) ] 3  :    80   24    5.763
  41  [    2 ( 0, 0, 0) ] 1    54  [    1 (-1,-1, 2) ] 2  :    96   24    8.150
  41  [    2 ( 0, 0, 0) ] 1    51  [    1 ( 0, 0,-1) ] 1  :     4   25    9.112
  41  [    2 ( 0, 0, 0) ] 1    33  [    1 ( 0,-1, 0) ] 1  :    12   25    4.075
  41  [    2 ( 0, 0, 0) ] 1    50  [    1 ( 2, 0,-1) ] 1  :    36   25    9.112
  41  [    2 ( 0, 0, 0) ] 1    36  [    1 ( 2,-1, 0) ] 1  :    44   25    5.763
  41  [    2 ( 0, 0, 0) ] 1     6  [    1 ( 0, 2, 0) ] 1  :    52   25    7.486
  41  [    2 ( 0, 0, 0) ] 1     7  [    1 ( 0, 0, 2) ] 1  :    68   25    5.763
  41  [    2 ( 0, 0, 0) ] 1    24  [    1 (-1, 2, 0) ] 1  :    84   25    4.778
  41  [    2 ( 0, 0, 0) ] 1    21  [    1 (-1, 0, 2) ] 1  :    92   25    7.058
  41  [    2 ( 0, 0, 0) ] 1    51  [    1 ( 0, 0,-1) ] 2  :     8   26    9.112
  41  [    2 ( 0, 0, 0) ] 1    33  [    1 ( 0,-1, 0) ] 3  :    16   26    4.075
  41  [    2 ( 0, 0, 0) ] 1    50  [    1 ( 2, 0,-1) ] 3  :    40   26    9.112
  41  [    2 ( 0, 0, 0) ] 1    36  [    1 ( 2,-1, 0) ] 2  :    48   26    5.763
  41  [    2 ( 0, 0, 0) ] 1     6  [    1 ( 0, 2, 0) ] 3  :    56   26    7.486
  41  [    2 ( 0, 0, 0) ] 1     7  [    1 ( 0, 0, 2) ] 2  :    72   26    5.763
  41  [    2 ( 0, 0, 0) ] 1    24  [    1 (-1, 2, 0) ] 2  :    88   26    4.778
  41  [    2 ( 0, 0, 0) ] 1    21  [    1 (-1, 0, 2) ] 3  :    96   26    7.058
  41  [    2 ( 0, 0, 0) ] 1    51  [    1 ( 0, 0,-1) ] 3  :    12   27    9.112
  41  [    2 ( 0, 0, 0) ] 1    33  [    1 ( 0,-1, 0) ] 2  :    24   27    4.075
  41  [    2 ( 0, 0, 0) ] 1    19  [    1 (-1, 0, 0) ] 2  :    44   27    5.763
  41  [    2 ( 0, 0, 0) ] 1    19  [    1 (-1, 0, 0) ] 3  :    48   27    5.763
  41  [    2 ( 0, 0, 0) ] 1     4  [    1 ( 2, 0, 0) ] 2  :    60   27    9.447
  41  [    2 ( 0, 0, 0) ] 1     4  [    1 ( 2, 0, 0) ] 3  :    64   27    9.447
  41  [    2 ( 0, 0, 0) ] 1    50  [    1 ( 2, 0,-1) ] 2  :    72   27    9.112
  41  [    2 ( 0, 0, 0) ] 1    36  [    1 ( 2,-1, 0) ] 3  :    92   27    5.763
  41  [    2 ( 0, 0, 0) ] 1     6  [    1 ( 0, 2, 0) ] 2  :   104   27    7.486
  41  [    2 ( 0, 0, 0) ] 1    56  [    1 ( 0, 2,-1) ] 2  :   124   27    7.058
  41  [    2 ( 0, 0, 0) ] 1    56  [    1 ( 0, 2,-1) ] 3  :   128   27    7.058
  41  [    2 ( 0, 0, 0) ] 1     7  [    1 ( 0, 0, 2) ] 3  :   140   27    5.763
  41  [    2 ( 0, 0, 0) ] 1    39  [    1 ( 0,-1, 2) ] 2  :   156   27    4.778
  41  [    2 ( 0, 0, 0) ] 1    39  [    1 ( 0,-1, 2) ] 3  :   160   27    4.778
  41  [    2 ( 0, 0, 0) ] 1    24  [    1 (-1, 2, 0) ] 3  :   172   27    4.778
  41  [    2 ( 0, 0, 0) ] 1    21  [    1 (-1, 0, 2) ] 2  :   184   27    7.058
  41  [    2 ( 0, 0, 0) ] 1    19  [    1 (-1, 0, 0) ] 1  :    12   28    5.763
  41  [    2 ( 0, 0, 0) ] 1     4  [    1 ( 2, 0, 0) ] 1  :    16   28    9.447
  41  [    2 ( 0, 0, 0) ] 1    56  [    1 ( 0, 2,-1) ] 1  :    32   28    7.058
  41  [    2 ( 0, 0, 0) ] 1    39  [    1 ( 0,-1, 2) ] 1  :    40   28    4.778
  41  [    2 ( 0, 0, 0) ] 2    41  [    2 ( 0, 0, 0) ] 2  :     5    1    4.778
  41  [    2 ( 0, 0, 0) ] 2     1  [    1 ( 0, 0, 0) ] 2  :     4    2    2.495
  41  [    2 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 2  :    14    2    4.778
  41  [    2 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 2  :    26    2    4.075
  41  [    2 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 2  :    38    2   10.289
  41  [    2 ( 0, 0, 0) ] 2     1  [    1 ( 0, 0, 0) ] 1  :     2    3    2.495
  41  [    2 ( 0, 0, 0) ] 2     1  [    1 ( 0, 0, 0) ] 3  :    12    3    2.495
  41  [    2 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 1  :    16    3    4.778
  41  [    2 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 3  :    36    3    4.778
  41  [    2 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 1  :    40    3    4.075
  41  [    2 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 3  :    60    3    4.075
  41  [    2 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 1  :    64    3   10.289
  41  [    2 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 3  :    84    3   10.289
  41  [    2 ( 0, 0, 0) ] 2     8  [    1 ( 1, 1, 1) ] 2  :     8    4    9.447
  41  [    2 ( 0, 0, 0) ] 2    52  [    1 ( 1, 1,-2) ] 2  :    20    4   10.781
  41  [    2 ( 0, 0, 0) ] 2    35  [    1 ( 1,-2, 1) ] 2  :    32    4    7.486
  41  [    2 ( 0, 0, 0) ] 2    23  [    1 (-2, 1, 1) ] 2  :    44    4    4.075
  41  [    2 ( 0, 0, 0) ] 2     8  [    1 ( 1, 1, 1) ] 1  :     4    5    9.447
  41  [    2 ( 0, 0, 0) ] 2     8  [    1 ( 1, 1, 1) ] 3  :    24    5    9.447
  41  [    2 ( 0, 0, 0) ] 2    52  [    1 ( 1, 1,-2) ] 1  :    28    5   10.781
  41  [    2 ( 0, 0, 0) ] 2    52  [    1 ( 1, 1,-2) ] 3  :    48    5   10.781
  41  [    2 ( 0, 0, 0) ] 2    35  [    1 ( 1,-2, 1) ] 1  :    52    5    7.486
  41  [    2 ( 0, 0, 0) ] 2    35  [    1 ( 1,-2, 1) ] 3  :    72    5    7.486
  41  [    2 ( 0, 0, 0) ] 2    23  [    1 (-2, 1, 1) ] 1  :    76    5    4.075
  41  [    2 ( 0, 0, 0) ] 2    23  [    1 (-2, 1, 1) ] 3  :    96    5    4.075
  41  [    2 ( 0, 0, 0) ] 2    28  [    2 (-1,-1, 0) ] 2  :   101    6    2.495
  41  [    2 ( 0, 0, 0) ] 2    30  [    2 ( 1, 1, 0) ] 2  :   104    6    4.778
  41  [    2 ( 0, 0, 0) ] 2    63  [    2 ( 0,-1,-1) ] 2  :   113    6    7.058
  41  [    2 ( 0, 0, 0) ] 2    62  [    2 ( 0, 1, 1) ] 2  :   116    6    7.486
  41  [    2 ( 0, 0, 0) ] 2    32  [    2 (-2, 0, 1) ] 2  :   125    6    2.495
  41  [    2 ( 0, 0, 0) ] 2    26  [    2 ( 2, 0,-1) ] 2  :   128    6    6.280
